client_ID;age;gender;marital_status;SPC_ID;Industry_sector;Market_type;Affiliated_agency;Monthly_income;Monthly_debt_payments;Monthly_spending;Assets_worth;Employment_Stability;Credit_Score
2766;38;female;married;004;Public Administration;B2B Market (Business-to-Business);113;5001;2000;2100;72080.0;6;658
2767;39;female;divorced;004;Public Administration;B2B Market (Business-to-Business);184;6801;2720;2856;92647.5;21;732
2768;45;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);160;3269;1307;1177;59735.5;16;709
2769;26;female;married;038;Healthcare;B2B Market (Business-to-Business);42;4213;1685;1516;40241.0;4;634
2770;61;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);3;4748;1899;1709;120848.0;20;771
2771;51;female;married;007;Public Administration;B2B Market (Business-to-Business);37;3032;0;1819;71528.0;22;650
2772;44;male;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);61;4091;1636;1718;71741.0;6;654
2773;22;male;single;007;Public Administration;B2B Market (Business-to-Business);177;3233;969;1358;26652.0;3;594
2774;40;female;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);8;4134;1653;1488;66968.0;21;720
2775;27;female;married;032;Healthcare;B2B Market (Business-to-Business);233;5474;2189;1971;51540.0;4;684
2776;18;female;single;072;Unreported;B2C Market (Business-to-Consumer);192;5770;2308;2423;20185.0;0;688
2777;60;male;divorced;072;Unreported;B2C Market (Business-to-Consumer);181;3031;1212;1273;80094.0;13;631
2778;60;female;divorced;043;Self-Employed Professionals;B2B Market (Business-to-Business);154;3768;1507;1582;95827.0;24;667
2779;57;male;married;039;Self-Employed Professionals;B2B Market (Business-to-Business);131;4248;0;2548;103132.0;11;698
2780;41;female;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);161;3868;0;2320;61976.0;13;722
2781;40;female;divorced;009;Public Administration;B2B Market (Business-to-Business);101;1643;0;985;33829.0;12;768
2782;48;female;divorced;073;Unreported;B2C Market (Business-to-Consumer);194;5680;2272;2044;112139.0;18;664
2783;22;female;single;033;Healthcare;B2B Market (Business-to-Business);146;6203;0;4342;40781.0;4;722
2784;36;female;married;057;Legal Activities;B2C Market (Business-to-Consumer);187;4351;0;3045;57903.0;12;689
2785;48;female;married;008;Public Administration;B2B Market (Business-to-Business);39;2115;846;761;50880.0;3;657
2786;82;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);155;4824;1929;2026;172367.0;9;634
2787;46;male;divorced;060;Agriculture and Fishing;B2B Market (Business-to-Business);168;2672;0;1870;48907.0;17;667
2788;22;female;single;040;Self-Employed Professionals;B2B Market (Business-to-Business);8;5708;0;3995;35925.0;1;603
2789;19;male;single;014;Public Administration;B2B Market (Business-to-Business);51;3385;1354;1421;22089.5;0;647
2790;35;female;married;035;Legal Activities;B2B Market (Business-to-Business);227;4936;1974;2073;63579.0;15;659
2791;18;female;single;059;Merchants and Traders;B2C Market (Business-to-Consumer);155;4901;1960;2058;16056.0;0;695
2792;47;male;divorced;053;Merchants and Traders;B2C Market (Business-to-Consumer);120;4744;1897;1992;84689.0;16;685
2793;44;male;divorced;027;Self-Employed Professionals;B2B Market (Business-to-Business);56;5896;0;3537;101094.0;23;717
2794;64;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);153;3932;1572;1652;110493.0;13;706
2795;63;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);228;4784;1913;1722;122797.0;29;681
2796;72;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);30;4540;1816;1634;145282.0;15;659
2797;51;male;divorced;015;Public Administration;B2B Market (Business-to-Business);123;3018;1207;1086;65911.0;7;683
2798;18;male;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);148;3998;0;2398;19542.0;0;600
2799;36;female;divorced;061;Agriculture and Fishing;B2B Market (Business-to-Business);27;3736;1120;1831;55420.0;2;714
2800;42;male;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);197;3848;1539;1616;62684.0;7;685
2801;33;female;married;050;Merchants and Traders;B2C Market (Business-to-Consumer);147;3201;1280;1344;47128.5;12;653
2802;81;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);192;4985;1994;1794;172353.5;0;654
2803;62;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);65;4406;0;2643;112990.0;1;702
2804;78;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);8;3558;1423;1494;124826.0;3;673
2805;62;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);153;4434;0;2660;115178.0;30;632
2806;46;male;married;007;Public Administration;B2B Market (Business-to-Business);49;3487;1394;1255;71944.0;24;634
2807;43;female;single;027;Self-Employed Professionals;B2B Market (Business-to-Business);155;5619;2247;2360;100091.5;2;800
2808;63;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);183;3596;1438;1510;97409.0;10;661
2809;24;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);124;4583;1374;2246;33735.0;2;588
2810;59;female;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);116;4252;1700;1531;107295.0;18;701
2811;53;female;divorced;001;Public Administration;B2B Market (Business-to-Business);144;5368;2147;1932;118076.0;8;692
2812;41;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);129;2974;0;1784;46764.0;3;723
2813;58;male;divorced;062;Agriculture and Fishing;B2B Market (Business-to-Business);89;3118;0;1870;78947.0;26;766
2814;70;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);114;3938;0;2362;121915.0;27;774
2815;75;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);108;4742;0;3319;156475.0;2;673
2816;52;female;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);227;3423;1369;1437;78945.0;20;665
2817;20;male;single;009;Public Administration;B2B Market (Business-to-Business);93;1797;0;1078;21291.0;1;667
2818;59;male;divorced;065;Unreported;B2C Market (Business-to-Consumer);150;5832;2332;2100;139843.0;8;790
2819;25;female;married;058;Merchants and Traders;B2C Market (Business-to-Consumer);155;3637;1454;1309;37104.5;2;643
2820;37;female;single;016;Private Sector Management;B2B Market (Business-to-Business);145;5950;2380;2142;78094.0;5;685
2821;65;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);61;3917;0;2350;114777.5;15;673
2822;43;male;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);55;4314;0;3019;72441.0;24;733
2823;18;female;single;067;Real Estate Activities;B2C Market (Business-to-Consumer);158;6853;2741;2467;27803.0;0;714
2824;27;male;married;048;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);97;4289;1715;1544;37717.5;5;713
2825;20;female;single;039;Self-Employed Professionals;B2B Market (Business-to-Business);160;4585;1834;1925;20571.0;2;684
2826;80;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);146;3868;0;2707;140339.0;24;630
2827;37;male;divorced;035;Legal Activities;B2B Market (Business-to-Business);115;4259;1703;1533;60915.5;19;748
2828;47;male;divorced;010;Public Administration;B2B Market (Business-to-Business);184;2451;980;1029;52278.5;17;698
2829;73;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);188;3769;1507;1357;124631.5;24;636
2830;58;male;married;055;Merchants and Traders;B2C Market (Business-to-Consumer);192;3483;0;2438;92523.0;11;657
2831;77;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);165;4697;1878;1691;156802.5;11;712
2832;74;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);51;4468;1787;1876;146760.0;7;666
2833;33;female;divorced;036;Self-Employed Professionals;B2B Market (Business-to-Business);165;5497;2198;2309;71122.5;8;775
2834;27;female;single;009;Public Administration;B2B Market (Business-to-Business);51;1676;0;1173;21093.0;4;711
2835;64;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);219;3714;0;2599;108564.0;30;765
2836;66;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);230;4254;1276;1786;124530.0;28;748
2837;23;female;single;016;Private Sector Management;B2B Market (Business-to-Business);128;7846;0;4707;40389.0;1;742
2838;20;female;single;003;Public Administration;B2B Market (Business-to-Business);79;4454;1781;1603;23053.0;1;700
2839;21;female;single;042;Self-Employed Professionals;B2B Market (Business-to-Business);180;3511;1404;1264;21317.5;1;654
2840;70;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);172;4898;0;3428;147579.0;21;688
2841;33;female;married;002;Unreported;B2B Market (Business-to-Business);126;4417;1766;1855;50879.5;1;764
2842;82;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);165;4163;1665;1748;153039.0;24;629
2843;52;female;divorced;050;Merchants and Traders;B2C Market (Business-to-Consumer);198;3973;1589;1668;83287.0;13;721
2844;77;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);54;3505;1402;1472;123524.5;4;653
2845;76;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);172;3956;0;2769;131237.0;10;693
2846;19;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);35;4024;1609;1449;24558.0;0;708
2847;75;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);11;4485;0;2691;151007.5;23;686
2848;31;male;divorced;016;Private Sector Management;B2B Market (Business-to-Business);45;5518;2207;1986;57588.0;11;785
2849;78;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);147;4854;1941;1747;164070.0;11;649
2850;54;male;divorced;002;Unreported;B2B Market (Business-to-Business);52;6290;0;3774;134502.0;5;740
2851;47;male;divorced;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);154;3201;960;1344;64597.5;25;631
2852;19;female;married;003;Public Administration;B2B Market (Business-to-Business);133;3369;1347;1415;18614.5;1;634
2853;39;male;married;006;Public Administration;B2C Market (Business-to-Consumer);118;3401;1020;1666;58926.5;16;717
2854;35;male;married;011;Public Administration;B2B Market (Business-to-Business);135;6320;2528;2275;80861.0;2;736
2855;62;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);96;4549;0;2729;123712.0;2;674
2856;22;female;married;014;Public Administration;B2B Market (Business-to-Business);196;3326;1330;1197;23334.0;3;712
2857;50;male;married;020;Private Sector Technical and Support;B2B Market (Business-to-Business);63;3625;0;2537;81067.0;10;734
2858;61;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);61;4824;0;3376;126417.0;24;725
2859;58;male;divorced;100;Merchants and Traders;B2C Market (Business-to-Consumer);217;3986;0;2391;100260.0;15;693
2860;55;male;divorced;004;Public Administration;B2B Market (Business-to-Business);217;5805;0;3483;136368.5;12;740
2861;48;female;divorced;035;Legal Activities;B2B Market (Business-to-Business);224;4767;0;3336;94536.0;25;755
2862;22;male;single;015;Public Administration;B2B Market (Business-to-Business);61;2660;1064;1117;17337.0;0;626
2863;42;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);70;4409;1322;1852;71882.0;7;762
2864;19;female;single;061;Agriculture and Fishing;B2B Market (Business-to-Business);167;3211;0;1926;22286.5;0;708
2865;64;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);97;3990;1596;1675;111771.0;25;777
2866;36;female;divorced;039;Self-Employed Professionals;B2B Market (Business-to-Business);21;4739;1895;1990;61364.0;12;758
2867;52;female;married;072;Unreported;B2C Market (Business-to-Consumer);61;4223;1266;1774;87599.0;8;671
2868;21;male;single;000;Armed forces;B2B Market (Business-to-Business);66;1887;566;924;19024.5;0;606
2869;33;male;married;004;Public Administration;B2B Market (Business-to-Business);0;4553;1365;2231;52170.5;7;768
2870;28;female;divorced;035;Legal Activities;B2B Market (Business-to-Business);42;6272;0;4390;59377.0;8;648
2871;19;female;single;065;Unreported;B2C Market (Business-to-Consumer);145;5709;0;3425;27733.5;0;743
2872;53;male;divorced;061;Agriculture and Fishing;B2B Market (Business-to-Business);2;2994;898;1257;65724.0;22;675
2873;20;male;single;055;Merchants and Traders;B2C Market (Business-to-Consumer);70;4109;1643;1479;21668.0;1;700
2874;18;female;single;040;Self-Employed Professionals;B2B Market (Business-to-Business);222;5253;0;3151;28424.0;0;673
2875;23;female;married;035;Legal Activities;B2B Market (Business-to-Business);118;5402;2160;1945;42028.0;3;683
2876;35;female;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);193;3795;0;2656;55239.5;3;762
2877;81;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);38;3964;1585;1427;142703.0;7;693
2878;32;male;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);161;2500;1000;900;35095.0;10;729
2879;23;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);155;4822;0;2893;36226.0;2;605
2880;21;male;married;050;Merchants and Traders;B2C Market (Business-to-Consumer);76;4070;1628;1465;30856.0;3;688
2881;45;female;divorced;057;Legal Activities;B2C Market (Business-to-Consumer);103;3473;1389;1250;63470.5;17;656
2882;52;female;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);37;3849;1154;1886;85390.0;28;637
2883;69;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);196;4449;0;2669;131780.5;8;674
2884;80;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);32;3706;1111;1816;138046.0;12;652
2885;80;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);223;4257;1702;1533;155615.0;15;691
2886;32;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);150;4521;1356;2215;56007.0;6;680
2887;46;female;divorced;066;Legal Activities;B2C Market (Business-to-Consumer);93;6143;0;3685;109760.0;17;656
2888;37;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);0;3491;0;2094;53575.5;16;710
2889;57;male;divorced;062;Agriculture and Fishing;B2B Market (Business-to-Business);194;2977;1190;1250;75962.5;6;735
2890;40;male;divorced;054;Merchants and Traders;B2C Market (Business-to-Consumer);125;4728;1418;1986;75256.0;11;764
2891;28;female;married;067;Real Estate Activities;B2C Market (Business-to-Consumer);9;5472;0;3830;49656.0;1;602
2892;38;male;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);145;5397;0;3777;74656.0;7;684
2893;23;male;single;023;Education;B2B Market (Business-to-Business);185;413;0;247;13498.5;3;679
2894;34;male;divorced;074;Unreported;B2C Market (Business-to-Consumer);188;3479;1043;1705;47108.0;5;674
2895;68;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);163;3754;0;2252;116505.0;3;661
2896;62;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);109;4226;1267;2071;111439.0;2;749
2897;30;female;divorced;058;Merchants and Traders;B2C Market (Business-to-Consumer);185;3603;1441;1297;42648.0;8;648
2898;53;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);185;4555;0;3188;100389.5;24;668
2899;21;male;single;033;Healthcare;B2B Market (Business-to-Business);111;5063;2025;1822;28649.5;1;643
2900;63;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);28;3564;1425;1497;96456.0;24;636
2901;20;female;single;006;Public Administration;B2C Market (Business-to-Consumer);36;3725;1490;1564;27813.0;1;622
2902;21;female;single;066;Legal Activities;B2C Market (Business-to-Consumer);192;5446;2178;2287;33576.0;2;694
2903;32;female;divorced;058;Merchants and Traders;B2C Market (Business-to-Consumer);94;3849;0;2694;48223.0;12;779
2904;22;female;single;050;Merchants and Traders;B2C Market (Business-to-Consumer);70;3015;0;2110;30013.0;3;700
2905;51;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);43;3744;1123;1834;85731.0;20;684
2906;48;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);197;4639;0;3247;85511.0;18;734
2907;37;female;married;070;Self-Employed Professionals;B2C Market (Business-to-Consumer);154;4793;1917;1725;66512.5;3;743
2908;81;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);34;4866;0;3406;169786.0;22;685
2909;73;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);115;4824;0;3376;151507.0;15;756
2910;35;male;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);42;4417;1766;1590;59377.5;0;680
2911;24;female;married;043;Self-Employed Professionals;B2B Market (Business-to-Business);62;4962;1984;2084;37529.0;2;622
2912;71;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);123;3932;1572;1416;120590.0;10;772
2913;24;female;married;014;Public Administration;B2B Market (Business-to-Business);192;2502;0;1501;25437.0;4;672
2914;75;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);118;3981;1592;1672;130027.5;14;733
2915;36;female;divorced;014;Public Administration;B2B Market (Business-to-Business);155;3219;965;1352;49947.0;2;698
2916;22;male;single;015;Public Administration;B2B Market (Business-to-Business);182;2982;1192;1074;17551.0;2;661
2917;21;female;married;005;Public Administration;B2B Market (Business-to-Business);59;4675;1870;1963;31109.5;3;641
2918;18;male;single;002;Unreported;B2B Market (Business-to-Business);7;5672;2268;2382;27988.0;0;734
2919;22;male;single;065;Unreported;B2C Market (Business-to-Consumer);196;5610;2244;2019;34329.0;4;700
2920;20;female;married;007;Public Administration;B2B Market (Business-to-Business);101;3415;1366;1229;25386.0;0;611
2921;33;male;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);223;3780;1134;1852;43659.0;8;637
2922;20;male;single;052;Merchants and Traders;B2C Market (Business-to-Consumer);190;4550;1820;1910;26087.0;0;636
2923;31;female;divorced;006;Public Administration;B2C Market (Business-to-Consumer);55;2084;833;750;32004.0;1;686
2924;38;female;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);138;4407;0;3084;65392.0;16;749
2925;21;female;married;007;Public Administration;B2B Market (Business-to-Business);187;2773;1109;998;14368.5;0;680
2926;22;female;single;016;Private Sector Management;B2B Market (Business-to-Business);181;7507;0;5254;42724.0;1;684
2927;33;female;married;064;Unemployed and Others;B2C Market (Business-to-Consumer);6;983;393;413;19824.5;2;729
2928;21;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);191;4878;1463;2049;31631.0;3;719
2929;21;male;single;061;Agriculture and Fishing;B2B Market (Business-to-Business);77;3636;1090;1782;27714.0;3;706
2930;79;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);188;3874;1162;1898;139667.0;26;663
2931;64;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);186;4296;1288;1804;119284.0;27;636
2932;45;female;married;054;Merchants and Traders;B2C Market (Business-to-Consumer);103;4801;0;2880;80336.5;13;642
2933;23;male;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);38;5803;2321;2437;40596.5;1;691
2934;49;female;married;010;Public Administration;B2B Market (Business-to-Business);217;2539;1015;914;58256.5;23;640
2935;68;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);75;3709;0;2596;111539.0;24;768
2936;34;female;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);147;5484;0;3290;64046.0;15;750
2937;30;male;married;056;Merchants and Traders;B2C Market (Business-to-Consumer);45;4414;0;3089;50818.0;3;655
2938;44;female;divorced;035;Legal Activities;B2B Market (Business-to-Business);110;5952;2380;2143;100917.0;1;691
2939;47;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);52;3750;1500;1575;75806.0;8;747
2940;18;male;single;037;Education;B2B Market (Business-to-Business);55;4052;0;2431;22500.0;0;690
2941;18;female;single;061;Agriculture and Fishing;B2B Market (Business-to-Business);235;3454;0;2072;23210.0;0;620
2942;39;male;divorced;015;Public Administration;B2B Market (Business-to-Business);54;2264;905;815;41620.0;17;648
2943;53;male;divorced;072;Unreported;B2C Market (Business-to-Consumer);4;5883;0;3529;123700.5;9;752
2944;63;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);52;4249;1699;1530;113136.5;13;686
2945;68;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);181;4865;1459;2384;143148.0;9;738
2946;24;male;divorced;035;Legal Activities;B2B Market (Business-to-Business);111;5542;2216;1995;43526.0;2;697
2947;41;female;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);97;3220;1288;1159;57502.0;4;643
2948;22;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);42;2912;1164;1048;20067.0;4;601
2949;29;female;married;003;Public Administration;B2B Market (Business-to-Business);34;3719;1115;1562;39725.5;2;661
2950;23;male;single;036;Self-Employed Professionals;B2B Market (Business-to-Business);34;4138;1655;1738;28010.0;5;628
2951;37;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);29;4174;1669;1753;59231.0;5;635
2952;61;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);141;4545;0;2727;121618.5;1;693
2953;35;female;married;005;Public Administration;B2B Market (Business-to-Business);53;2685;1074;1127;39135.5;2;638
2954;44;female;married;037;Education;B2B Market (Business-to-Business);55;5743;0;4020;97155.0;22;751
2955;55;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);186;3797;1518;1367;88934.5;18;629
2956;52;male;married;007;Public Administration;B2B Market (Business-to-Business);217;2541;1016;1067;53266.0;2;671
2957;52;female;divorced;016;Private Sector Management;B2B Market (Business-to-Business);11;6298;2519;2645;135553.0;1;762
2958;63;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);120;4359;0;2615;118796.5;5;724
2959;18;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);61;5445;2178;2286;21606.0;0;647
2960;50;male;divorced;021;Private Sector Technical and Support;B2B Market (Business-to-Business);10;2669;0;1601;57556.0;23;691
2961;33;male;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);119;4901;0;3430;56791.5;9;749
2962;38;male;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);93;3298;1319;1385;51352.0;12;660
2963;78;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);86;3909;1172;1642;133422.0;14;711
2964;64;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);29;4993;0;3495;130451.0;2;637
2965;38;female;married;040;Self-Employed Professionals;B2B Market (Business-to-Business);46;5367;1610;2629;76931.0;15;665
2966;50;female;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);187;4202;1680;1513;82477.0;24;766
2967;44;female;divorced;016;Private Sector Management;B2B Market (Business-to-Business);52;5875;0;4112;96968.0;10;690
2968;38;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);182;4822;1446;2363;67104.0;17;679
2969;27;female;married;005;Public Administration;B2B Market (Business-to-Business);168;4076;1630;1467;38708.0;4;579
2970;18;male;single;006;Public Administration;B2C Market (Business-to-Consumer);178;2153;0;1507;18726.0;0;603
2971;23;female;single;001;Public Administration;B2B Market (Business-to-Business);6;7400;2220;3625;39658.0;0;647
2972;20;male;single;009;Public Administration;B2B Market (Business-to-Business);40;1887;754;679;12958.0;1;629
2973;50;male;divorced;014;Public Administration;B2B Market (Business-to-Business);54;2988;896;1255;58410.0;25;670
2974;31;male;divorced;027;Self-Employed Professionals;B2B Market (Business-to-Business);7;5476;1642;2300;56466.0;5;777
2975;48;female;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);189;4392;1756;1845;83774.0;27;713
2976;32;female;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);174;4021;1206;1689;51497.0;7;760
2977;81;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);37;4192;1676;1509;151678.0;4;639
2978;21;female;married;030;Education;B2B Market (Business-to-Business);111;3932;1572;1652;23367.0;2;648
2979;82;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);6;3925;1177;1923;140953.0;24;696
2980;43;female;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);80;4989;1496;2095;85462.5;6;653
2981;67;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);233;4680;1404;2293;139227.0;28;758
2982;70;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);107;4268;0;2987;131857.0;9;695
2983;23;male;single;032;Healthcare;B2B Market (Business-to-Business);65;5051;2020;1818;33747.5;1;674
2984;41;female;married;055;Merchants and Traders;B2C Market (Business-to-Consumer);124;4064;0;2438;64064.0;0;664
2985;24;female;married;031;Education;B2B Market (Business-to-Business);147;5233;1569;2198;43738.0;5;742
2986;34;male;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);82;2390;956;1003;38923.0;1;734
2987;28;male;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);224;4105;1642;1724;44243.0;6;612
2988;55;female;divorced;068;Real Estate Activities;B2C Market (Business-to-Consumer);63;5477;2190;1972;127846.5;16;729
2989;67;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);106;3700;0;2220;106630.0;20;649
2990;69;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);79;4157;0;2909;123394.5;8;658
2991;42;female;single;072;Unreported;B2C Market (Business-to-Consumer);127;4839;1935;1742;80308.0;5;643
2992;43;female;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);6;3232;1292;1164;61281.0;14;641
2993;30;female;divorced;041;Self-Employed Professionals;B2B Market (Business-to-Business);146;5621;0;3372;62449.0;12;691
2994;32;female;married;032;Healthcare;B2B Market (Business-to-Business);196;6231;2492;2243;66553.0;5;788
2995;56;female;divorced;014;Public Administration;B2B Market (Business-to-Business);126;3516;0;2461;85014.0;4;737
2996;45;female;married;066;Legal Activities;B2C Market (Business-to-Consumer);37;5909;0;4136;100085.5;27;706
2997;23;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);185;3903;1561;1639;28472.5;0;598
2998;56;male;divorced;065;Unreported;B2C Market (Business-to-Consumer);6;5831;2332;2449;133052.0;9;673
2999;54;female;divorced;044;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);96;4433;0;3103;95864.0;7;686
3000;35;female;married;058;Merchants and Traders;B2C Market (Business-to-Consumer);232;4574;1372;2241;55327.0;8;677
3001;28;female;single;003;Public Administration;B2B Market (Business-to-Business);169;3861;1544;1621;40341.0;3;696
3002;43;male;married;006;Public Administration;B2C Market (Business-to-Consumer);227;2639;791;1293;50719.5;10;634
3003;56;male;married;023;Education;B2B Market (Business-to-Business);38;189;75;79;18806.0;12;758
3004;77;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);120;4446;1778;1600;150130.0;28;755
3005;31;male;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);148;3099;929;1519;39075.5;9;770
3006;82;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);112;3730;1119;1827;142426.0;21;763
3007;44;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);7;3706;1111;1557;67986.0;13;665
3008;35;male;married;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);9;3279;0;2295;43274.5;6;718
3009;19;female;single;099;Unemployed and Others;B2C Market (Business-to-Consumer);230;3041;1216;1277;24144.5;1;615
3010;22;female;single;044;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);19;3604;1441;1297;28093.0;4;712
3011;73;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);49;4998;1499;2449;153270.0;2;704
3012;35;male;single;062;Agriculture and Fishing;B2B Market (Business-to-Business);226;2997;0;1798;38944.5;10;684
3013;51;female;divorced;036;Self-Employed Professionals;B2B Market (Business-to-Business);72;5469;2187;1969;118069.5;3;730
3014;66;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);51;3866;1159;1624;109982.0;22;682
3015;53;male;married;002;Unreported;B2B Market (Business-to-Business);18;5187;0;3112;119271.5;9;726
3016;21;female;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);108;3247;0;1948;29670.5;3;702
3017;36;female;single;052;Merchants and Traders;B2C Market (Business-to-Consumer);45;3134;1253;1316;45704.0;12;701
